Nro,Año,Período,Código Encuesta,Encuesta,Código Módulo,Módulo,Ficha,Descargar,Descargar.1,Descargar.2,VerPreguntas,VerFicha,SPSS,STATA,CSV
19,2020,55,737,Condiciones de Vida y Pobreza - ENAHO,24,Producción Forestal,,,,,"javascript:VerPreguntas('737','24','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Forestal')","javascript:VerFicha('737','24')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/737-Modulo24.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/737-Modulo24.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/737-Modulo24.zip
20,2020,55,737,Condiciones de Vida y Pobreza - ENAHO,25,Gastos en Actividades Agricolas y/o Forestales,,,,,"javascript:VerPreguntas('737','25','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Actividades+Agricolas+y%2Fo+Forestales')","javascript:VerFicha('737','25')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/737-Modulo25.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/737-Modulo25.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/737-Modulo25.zip
21,2020,55,737,Condiciones de Vida y Pobreza - ENAHO,26,Producción Pecuaria,,,,,"javascript:VerPreguntas('737','26','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Pecuaria')","javascript:VerFicha('737','26')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/737-Modulo26.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/737-Modulo26.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/737-Modulo26.zip
22,2020,55,737,Condiciones de Vida y Pobreza - ENAHO,27,Subproductos Pecuarios,,,,,"javascript:VerPreguntas('737','27','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Subproductos+Pecuarios')","javascript:VerFicha('737','27')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/737-Modulo27.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/737-Modulo27.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/737-Modulo27.zip
23,2020,55,737,Condiciones de Vida y Pobreza - ENAHO,28,Gastos en Actividades Pecuarias,,,,,"javascript:VerPreguntas('737','28','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Actividades+Pecuarias')","javascript:VerFicha('737','28')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/737-Modulo28.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/737-Modulo28.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/737-Modulo28.zip
24,2020,55,737,Condiciones de Vida y Pobreza - ENAHO,34,Sumarias ( Variables Calculadas ),,,,,"javascript:VerPreguntas('737','34','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Sumarias+%28+Variables+Calculadas+%29')","javascript:VerFicha('737','34')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/737-Modulo34.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/737-Modulo34.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/737-Modulo34.zip
25,2020,55,737,Condiciones de Vida y Pobreza - ENAHO,37,Programas Sociales (Miembros del Hogar),,,,,"javascript:VerPreguntas('737','37','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Programas+Sociales++%28Miembros+del+Hogar%29')","javascript:VerFicha('737','37')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/737-Modulo37.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/737-Modulo37.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/737-Modulo37.zip
26,2020,55,737,Condiciones de Vida y Pobreza - ENAHO,77,Ingresos del Trabajador Independiente,,,,,"javascript:VerPreguntas('737','77','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Ingresos+del+Trabajador+Independiente')","javascript:VerFicha('737','77')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/737-Modulo77.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/737-Modulo77.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/737-Modulo77.zip
27,2020,55,737,Condiciones de Vida y Pobreza - ENAHO,78,Bienes y Servicios de Cuidados Personales,,,,,"javascript:VerPreguntas('737','78','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Bienes+y+Servicios+de+Cuidados+Personales')","javascript:VerFicha('737','78')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/737-Modulo78.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/737-Modulo78.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/737-Modulo78.zip
28,2020,55,737,Condiciones de Vida y Pobreza - ENAHO,84,Participación Ciudadana,,,,,"javascript:VerPreguntas('737','84','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Participaci%F3n+Ciudadana')","javascript:VerFicha('737','84')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/737-Modulo84.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/737-Modulo84.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/737-Modulo84.zip
29,2020,55,737,Condiciones de Vida y Pobreza - ENAHO,85,"Gobernabilidad, Democracia y Transparencia",,,,,"javascript:VerPreguntas('737','85','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gobernabilidad%2C+Democracia+y+Transparencia')","javascript:VerFicha('737','85')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/737-Modulo85.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/737-Modulo85.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/737-Modulo85.zip
1,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,1,Características de la Vivienda y del Hogar,,,,,"javascript:VerPreguntas('759','01','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Caracter%EDsticas+de+la+Vivienda+y+del+Hogar')","javascript:VerFicha('759','01')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo01.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo01.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo01.zip
2,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,2,Características de los Miembros del Hogar,,,,,"javascript:VerPreguntas('759','02','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Caracter%EDsticas+de+los+Miembros+del+Hogar')","javascript:VerFicha('759','02')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo02.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo02.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo02.zip
3,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,3,Educación,,,,,"javascript:VerPreguntas('759','03','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Educaci%F3n')","javascript:VerFicha('759','03')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo03.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo03.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo03.zip
4,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,4,Salud,,,,,"javascript:VerPreguntas('759','04','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Salud')","javascript:VerFicha('759','04')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo04.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo04.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo04.zip
5,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,5,Empleo e Ingresos,,,,,"javascript:VerPreguntas('759','05','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Empleo+e+Ingresos')","javascript:VerFicha('759','05')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo05.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo05.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo05.zip
6,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,7,Gastos en Alimentos y Bebidas (Módulo 601),,,,,"javascript:VerPreguntas('759','07','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Alimentos+y+Bebidas+%28M%F3dulo+601%29')","javascript:VerFicha('759','07')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo07.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo07.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo07.zip
7,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,8,Instituciones Beneficas,,,,,"javascript:VerPreguntas('759','08','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Instituciones+Beneficas')","javascript:VerFicha('759','08')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo08.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo08.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo08.zip
8,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,9,Mantenimiento de la Vivienda,,,,,"javascript:VerPreguntas('759','09','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Mantenimiento+de+la+Vivienda')","javascript:VerFicha('759','09')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo09.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo09.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo09.zip
9,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,10,Transportes y Comunicaciones,,,,,"javascript:VerPreguntas('759','10','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Transportes+y+Comunicaciones')","javascript:VerFicha('759','10')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo10.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo10.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo10.zip
10,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,11,Servicios a la Vivienda,,,,,"javascript:VerPreguntas('759','11','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Servicios+a+la+Vivienda')","javascript:VerFicha('759','11')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo11.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo11.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo11.zip
11,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,12,"Esparcimiento , Diversion y Servicios de Cultura",,,,,"javascript:VerPreguntas('759','12','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Esparcimiento+%2C+Diversion+y+Servicios+de+Cultura')","javascript:VerFicha('759','12')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo12.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo12.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo12.zip
12,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,13,Vestido y Calzado,,,,,"javascript:VerPreguntas('759','13','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Vestido+y+Calzado')","javascript:VerFicha('759','13')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo13.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo13.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo13.zip
13,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,15,Gastos de Transferencias,,,,,"javascript:VerPreguntas('759','15','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+de+Transferencias')","javascript:VerFicha('759','15')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo15.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo15.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo15.zip
14,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,16,Muebles y Enseres,,,,,"javascript:VerPreguntas('759','16','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Muebles+y+Enseres')","javascript:VerFicha('759','16')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo16.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo16.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo16.zip
15,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,17,Otros Bienes y Servicios,,,,,"javascript:VerPreguntas('759','17','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Otros+Bienes+y+Servicios')","javascript:VerFicha('759','17')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo17.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo17.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo17.zip
16,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,18,Equipamiento del Hogar,,,,,"javascript:VerPreguntas('759','18','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Equipamiento+del+Hogar')","javascript:VerFicha('759','18')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo18.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo18.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo18.zip
17,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,22,Producción Agrícola,,,,,"javascript:VerPreguntas('759','22','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Agr%EDcola')","javascript:VerFicha('759','22')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo22.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo22.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo22.zip
18,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,23,Subproductos Agricolas,,,,,"javascript:VerPreguntas('759','23','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Subproductos+Agricolas')","javascript:VerFicha('759','23')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo23.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo23.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo23.zip
19,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,24,Producción Forestal,,,,,"javascript:VerPreguntas('759','24','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Forestal')","javascript:VerFicha('759','24')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo24.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo24.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo24.zip
20,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,25,Gastos en Actividades Agricolas y/o Forestales,,,,,"javascript:VerPreguntas('759','25','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Actividades+Agricolas+y%2Fo+Forestales')","javascript:VerFicha('759','25')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo25.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo25.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo25.zip
21,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,26,Producción Pecuaria,,,,,"javascript:VerPreguntas('759','26','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Pecuaria')","javascript:VerFicha('759','26')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo26.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo26.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo26.zip
22,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,27,Subproductos Pecuarios,,,,,"javascript:VerPreguntas('759','27','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Subproductos+Pecuarios')","javascript:VerFicha('759','27')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo27.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo27.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo27.zip
23,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,28,Gastos en Actividades Pecuarias,,,,,"javascript:VerPreguntas('759','28','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Actividades+Pecuarias')","javascript:VerFicha('759','28')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo28.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo28.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo28.zip
24,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,34,Sumarias ( Variables Calculadas ),,,,,"javascript:VerPreguntas('759','34','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Sumarias+%28+Variables+Calculadas+%29')","javascript:VerFicha('759','34')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo34.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo34.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo34.zip
25,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,37,Programas Sociales (Miembros del Hogar),,,,,"javascript:VerPreguntas('759','37','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Programas+Sociales++%28Miembros+del+Hogar%29')","javascript:VerFicha('759','37')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo37.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo37.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo37.zip
26,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,77,Ingresos del Trabajador Independiente,,,,,"javascript:VerPreguntas('759','77','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Ingresos+del+Trabajador+Independiente')","javascript:VerFicha('759','77')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo77.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo77.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo77.zip
27,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,78,Bienes y Servicios de Cuidados Personales,,,,,"javascript:VerPreguntas('759','78','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Bienes+y+Servicios+de+Cuidados+Personales')","javascript:VerFicha('759','78')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo78.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo78.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo78.zip
28,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,84,Participación Ciudadana,,,,,"javascript:VerPreguntas('759','84','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Participaci%F3n+Ciudadana')","javascript:VerFicha('759','84')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo84.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo84.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo84.zip
29,2021,55,759,Condiciones de Vida y Pobreza - ENAHO,85,"Gobernabilidad, Democracia y Transparencia",,,,,"javascript:VerPreguntas('759','85','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gobernabilidad%2C+Democracia+y+Transparencia')","javascript:VerFicha('759','85')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/759-Modulo85.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/759-Modulo85.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/759-Modulo85.zip
1,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,1,Características de la Vivienda y del Hogar,,,,,"javascript:VerPreguntas('784','01','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Caracter%EDsticas+de+la+Vivienda+y+del+Hogar')","javascript:VerFicha('784','01')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo01.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo01.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo01.zip
2,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,2,Características de los Miembros del Hogar,,,,,"javascript:VerPreguntas('784','02','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Caracter%EDsticas+de+los+Miembros+del+Hogar')","javascript:VerFicha('784','02')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo02.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo02.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo02.zip
3,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,3,Educación,,,,,"javascript:VerPreguntas('784','03','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Educaci%F3n')","javascript:VerFicha('784','03')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo03.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo03.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo03.zip
4,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,4,Salud,,,,,"javascript:VerPreguntas('784','04','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Salud')","javascript:VerFicha('784','04')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo04.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo04.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo04.zip
5,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,5,Empleo e Ingresos,,,,,"javascript:VerPreguntas('784','05','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Empleo+e+Ingresos')","javascript:VerFicha('784','05')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo05.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo05.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo05.zip
6,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,7,Gastos en Alimentos y Bebidas (Módulo 601),,,,,"javascript:VerPreguntas('784','07','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Alimentos+y+Bebidas+%28M%F3dulo+601%29')","javascript:VerFicha('784','07')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo07.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo07.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo07.zip
7,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,8,Instituciones Beneficas,,,,,"javascript:VerPreguntas('784','08','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Instituciones+Beneficas')","javascript:VerFicha('784','08')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo08.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo08.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo08.zip
8,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,9,Mantenimiento de la Vivienda,,,,,"javascript:VerPreguntas('784','09','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Mantenimiento+de+la+Vivienda')","javascript:VerFicha('784','09')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo09.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo09.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo09.zip
9,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,10,Transportes y Comunicaciones,,,,,"javascript:VerPreguntas('784','10','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Transportes+y+Comunicaciones')","javascript:VerFicha('784','10')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo10.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo10.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo10.zip
10,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,11,Servicios a la Vivienda,,,,,"javascript:VerPreguntas('784','11','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Servicios+a+la+Vivienda')","javascript:VerFicha('784','11')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo11.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo11.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo11.zip
11,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,12,"Esparcimiento , Diversion y Servicios de Cultura",,,,,"javascript:VerPreguntas('784','12','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Esparcimiento+%2C+Diversion+y+Servicios+de+Cultura')","javascript:VerFicha('784','12')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo12.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo12.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo12.zip
12,2022,55,784,Condiciones de Vida y Pobreza - ENAHO,13,Vestido y Calzado,,,,,"javascript:VerPreguntas('784','13','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Vestido+y+Calzado')","javascript:VerFicha('784','13')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/784-Modulo13.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/784-Modulo13.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/784-Modulo13.zip
