,Nro,Año,Período,Código Encuesta,Encuesta,Código Módulo,Módulo,Ficha,Descargar,Descargar.1,Descargar.2,VerPreguntas,VerFicha,SPSS,DBF,CSV
0,1,2018,18,626,Encuesta Nacional de Programas Presupuestales - ENAPRES,1370,CAPÍTULO 100 : CARACTERÍSTICAS DE LA VIVIENDA Y DEL HOGAR,,,,,"javascript:VerPreguntas('626','1370','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+100+%3A+CARACTER%CDSTICAS+DE+LA+VIVIENDA+Y+DEL+HOGAR')","javascript:VerFicha('626','1370')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/626-Modulo1370.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/626-Modulo1370.zip,
1,2,2018,18,626,Encuesta Nacional de Programas Presupuestales - ENAPRES,1371,CAPÍTULO 200 : CARACTERÍSTICAS DE LOS RESIDENTES HABITUALES DEL HOGAR,,,,,"javascript:VerPreguntas('626','1371','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+200+%3A+CARACTER%CDSTICAS+DE+LOS+RESIDENTES+HABITUALES+DEL+HOGAR')","javascript:VerFicha('626','1371')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/626-Modulo1371.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/626-Modulo1371.zip,
2,3,2018,18,626,Encuesta Nacional de Programas Presupuestales - ENAPRES,1372,"CAPÍTULO 300 : IDENTIDAD, DISCAPACIDAD, EMERGENCIAS, PROGRAMAS SOCIALES, EDUCACIÓN, AUTOIDENTIFICACIÓN ÉTNICA Y PERCEPCIÓN DE INSEGURIDAD",,,,,"javascript:VerPreguntas('626','1372','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+300+%3A+IDENTIDAD%2C+DISCAPACIDAD%2C+EMERGENCIAS%2C+PROGRAMAS+SOCIALES%2C+EDUCACI%D3N%2C+AUTOIDENTIFICACI%D3N+%C9TNICA+Y+PERCEPCI%D3N+DE+INSEGURIDAD')","javascript:VerFicha('626','1372')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/626-Modulo1372.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/626-Modulo1372.zip,
3,4,2018,18,626,Encuesta Nacional de Programas Presupuestales - ENAPRES,1373,CAPÍTULO 500 : TELECOMUNICACIÓN,,,,,"javascript:VerPreguntas('626','1373','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+500+%3A+TELECOMUNICACI%D3N')","javascript:VerFicha('626','1373')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/626-Modulo1373.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/626-Modulo1373.zip,
4,5,2018,18,626,Encuesta Nacional de Programas Presupuestales - ENAPRES,1374,CAPÍTULO 600 : SEGURIDAD CIUDADANA,,,,,"javascript:VerPreguntas('626','1374','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+600+%3A+SEGURIDAD+CIUDADANA')","javascript:VerFicha('626','1374')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/626-Modulo1374.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/626-Modulo1374.zip,
5,6,2018,18,626,Encuesta Nacional de Programas Presupuestales - ENAPRES,1375,CAPÍTULO 700 : SALUD,,,,,"javascript:VerPreguntas('626','1375','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+700+%3A+SALUD')","javascript:VerFicha('626','1375')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/626-Modulo1375.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/626-Modulo1375.zip,
6,7,2018,18,626,Encuesta Nacional de Programas Presupuestales - ENAPRES,1376,CAPÍTULO 800 : SEGURIDAD VIAL,,,,,"javascript:VerPreguntas('626','1376','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+800+%3A+SEGURIDAD+VIAL')","javascript:VerFicha('626','1376')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/626-Modulo1376.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/626-Modulo1376.zip,
7,8,2018,18,626,Encuesta Nacional de Programas Presupuestales - ENAPRES,1377,"CAPÍTULO 800A : PATRIMONIO, SERVICIOS Y BIENES CULTURALES",,,,,"javascript:VerPreguntas('626','1377','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+800A+%3A+PATRIMONIO%2C+SERVICIOS+Y+BIENES+CULTURALES')","javascript:VerFicha('626','1377')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/626-Modulo1377.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/626-Modulo1377.zip,
8,9,2018,18,626,Encuesta Nacional de Programas Presupuestales - ENAPRES,1378,"CAPÍTULO 900 : ATENCIÓN DE INCENDIOS, MORTALIDAD, INFRAESTRUCTURA Y EXPOSICIÓN A DESASTRES",,,,,"javascript:VerPreguntas('626','1378','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+900+%3A+ATENCI%D3N+DE+INCENDIOS%2C+MORTALIDAD%2C+INFRAESTRUCTURA+Y+EXPOSICI%D3N+A+DESASTRES')","javascript:VerFicha('626','1378')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/626-Modulo1378.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/626-Modulo1378.zip,
9,10,2018,18,626,Encuesta Nacional de Programas Presupuestales - ENAPRES,1379,CAPÍTULO 1000 : MEDIO AMBIENTE Y PROTECCIÓN AL CONSUMIDOR,,,,,"javascript:VerPreguntas('626','1379','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+1000+%3A+MEDIO+AMBIENTE+Y+PROTECCI%D3N+AL+CONSUMIDOR')","javascript:VerFicha('626','1379')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/626-Modulo1379.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/626-Modulo1379.zip,
10,11,2018,18,626,Encuesta Nacional de Programas Presupuestales - ENAPRES,1381,CAPÍTULO 200A : CARACTERÍSTICAS MIGRATORIAS Y REMESAS DEL HOGAR,,,,,"javascript:VerPreguntas('626','1381','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+200A+%3A+CARACTER%CDSTICAS+MIGRATORIAS+Y+REMESAS+DEL+HOGAR')","javascript:VerFicha('626','1381')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/626-Modulo1381.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/626-Modulo1381.zip,
11,12,2018,18,626,Encuesta Nacional de Programas Presupuestales - ENAPRES,1528,CAPÍTULO 100AB. TV PERU Y RADIO NACIONAL,,,,,"javascript:VerPreguntas('626','1528','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+100AB%2E+TV+PERU+Y+RADIO+NACIONAL')","javascript:VerFicha('626','1528')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/626-Modulo1528.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/626-Modulo1528.zip,
0,1,2019,18,684,Encuesta Nacional de Programas Presupuestales - ENAPRES,1490,CAPÍTULO 100 : CARACTERÍSTICAS DE LA VIVIENDA Y DEL HOGAR,,,,,"javascript:VerPreguntas('684','1490','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+100+%3A+CARACTER%CDSTICAS+DE+LA+VIVIENDA+Y+DEL+HOGAR')","javascript:VerFicha('684','1490')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/684-Modulo1490.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/684-Modulo1490.zip,
1,2,2019,18,684,Encuesta Nacional de Programas Presupuestales - ENAPRES,1491,CAPÍTULO 200 : CARACTERÍSTICAS DE LOS RESIDENTES HABITUALES DEL HOGAR,,,,,"javascript:VerPreguntas('684','1491','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+200+%3A+CARACTER%CDSTICAS+DE+LOS+RESIDENTES+HABITUALES+DEL+HOGAR')","javascript:VerFicha('684','1491')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/684-Modulo1491.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/684-Modulo1491.zip,
2,3,2019,18,684,Encuesta Nacional de Programas Presupuestales - ENAPRES,1492,"CAPÍTULO 300 : IDENTIDAD, DISCAPACIDAD, EMERGENCIAS, PROGRAMAS SOCIALES, EDUCACIÓN, AUTOIDENTIFICACIÓN ÉTNICA Y PERCEPCIÓN DE INSEGURIDAD",,,,,"javascript:VerPreguntas('684','1492','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+300+%3A+IDENTIDAD%2C+DISCAPACIDAD%2C+EMERGENCIAS%2C+PROGRAMAS+SOCIALES%2C+EDUCACI%D3N%2C+AUTOIDENTIFICACI%D3N+%C9TNICA+Y+PERCEPCI%D3N+DE+INSEGURIDAD')","javascript:VerFicha('684','1492')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/684-Modulo1492.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/684-Modulo1492.zip,
3,4,2019,18,684,Encuesta Nacional de Programas Presupuestales - ENAPRES,1493,CAPÍTULO 500 : TELECOMUNICACIÓN,,,,,"javascript:VerPreguntas('684','1493','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+500+%3A+TELECOMUNICACI%D3N')","javascript:VerFicha('684','1493')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/684-Modulo1493.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/684-Modulo1493.zip,
4,5,2019,18,684,Encuesta Nacional de Programas Presupuestales - ENAPRES,1494,CAPÍTULO 600 : SEGURIDAD CIUDADANA,,,,,"javascript:VerPreguntas('684','1494','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+600+%3A+SEGURIDAD+CIUDADANA')","javascript:VerFicha('684','1494')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/684-Modulo1494.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/684-Modulo1494.zip,
5,6,2019,18,684,Encuesta Nacional de Programas Presupuestales - ENAPRES,1495,CAPÍTULO 700 : SALUD,,,,,"javascript:VerPreguntas('684','1495','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+700+%3A+SALUD')","javascript:VerFicha('684','1495')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/684-Modulo1495.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/684-Modulo1495.zip,
6,7,2019,18,684,Encuesta Nacional de Programas Presupuestales - ENAPRES,1496,CAPÍTULO 800 : SEGURIDAD VIAL,,,,,"javascript:VerPreguntas('684','1496','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+800+%3A+SEGURIDAD+VIAL')","javascript:VerFicha('684','1496')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/684-Modulo1496.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/684-Modulo1496.zip,
7,8,2019,18,684,Encuesta Nacional de Programas Presupuestales - ENAPRES,1497,"CAPÍTULO 800A : PATRIMONIO, SERVICIOS Y BIENES CULTURALES",,,,,"javascript:VerPreguntas('684','1497','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+800A+%3A+PATRIMONIO%2C+SERVICIOS+Y+BIENES+CULTURALES')","javascript:VerFicha('684','1497')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/684-Modulo1497.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/684-Modulo1497.zip,
8,9,2019,18,684,Encuesta Nacional de Programas Presupuestales - ENAPRES,1498,"CAPÍTULO 900 : ATENCIÓN DE INCENDIOS, MORTALIDAD, INFRAESTRUCTURA Y EXPOSICIÓN A DESASTRES",,,,,"javascript:VerPreguntas('684','1498','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+900+%3A+ATENCI%D3N+DE+INCENDIOS%2C+MORTALIDAD%2C+INFRAESTRUCTURA+Y+EXPOSICI%D3N+A+DESASTRES')","javascript:VerFicha('684','1498')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/684-Modulo1498.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/684-Modulo1498.zip,
9,10,2019,18,684,Encuesta Nacional de Programas Presupuestales - ENAPRES,1499,CAPÍTULO 1000 : MEDIO AMBIENTE Y PROTECCIÓN AL CONSUMIDOR,,,,,"javascript:VerPreguntas('684','1499','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+1000+%3A+MEDIO+AMBIENTE+Y+PROTECCI%D3N+AL+CONSUMIDOR')","javascript:VerFicha('684','1499')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/684-Modulo1499.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/684-Modulo1499.zip,
10,11,2019,18,684,Encuesta Nacional de Programas Presupuestales - ENAPRES,1504,CAPÍTULO 100D : MEDIOS DE COMUNICACIÓN,,,,,"javascript:VerPreguntas('684','1504','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+100D+%3A+MEDIOS+DE+COMUNICACI%D3N')","javascript:VerFicha('684','1504')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/684-Modulo1504.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/684-Modulo1504.zip,
11,12,2019,18,684,Encuesta Nacional de Programas Presupuestales - ENAPRES,1527,CAPÍTULO 200A : CARACTERÍSTICAS MIGRATORIAS Y REMESAS DEL HOGAR,,,,,"javascript:VerPreguntas('684','1527','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+200A+%3A+CARACTER%CDSTICAS+MIGRATORIAS+Y+REMESAS+DEL+HOGAR')","javascript:VerFicha('684','1527')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/684-Modulo1527.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/684-Modulo1527.zip,
0,1,2020,18,736,Encuesta Nacional de Programas Presupuestales - ENAPRES,1618,CAPÍTULO 100 : CARACTERÍSTICAS DE LA VIVIENDA Y DEL HOGAR,,,,,"javascript:VerPreguntas('736','1618','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+100+%3A+CARACTER%CDSTICAS+DE+LA+VIVIENDA+Y+DEL+HOGAR')","javascript:VerFicha('736','1618')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/736-Modulo1618.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/736-Modulo1618.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/736-Modulo1618.zip
1,2,2020,18,736,Encuesta Nacional de Programas Presupuestales - ENAPRES,1619,CAPÍTULO 200 : CARACTERÍSTICAS DE LOS RESIDENTES HABITUALES DEL HOGAR,,,,,"javascript:VerPreguntas('736','1619','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+200+%3A+CARACTER%CDSTICAS+DE+LOS+RESIDENTES+HABITUALES+DEL+HOGAR')","javascript:VerFicha('736','1619')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/736-Modulo1619.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/736-Modulo1619.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/736-Modulo1619.zip
2,3,2020,18,736,Encuesta Nacional de Programas Presupuestales - ENAPRES,1620,"CAPÍTULO 300 : IDENTIDAD, DISCAPACIDAD, EMERGENCIAS MÉDICAS, PROGRAMAS SOCIALES, EDUCACIÓN, AUTOIDENTIFICACIÓN ÉTNICA, PERCEPCIÓN DE INSEGURIDAD Y ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO",,,,,"javascript:VerPreguntas('736','1620','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+300+%3A+IDENTIDAD%2C+DISCAPACIDAD%2C+EMERGENCIAS+M%C9DICAS%2C+PROGRAMAS+SOCIALES%2C+EDUCACI%D3N%2C+AUTOIDENTIFICACI%D3N+%C9TNICA%2C+PERCEPCI%D3N+DE+INSEGURIDAD+Y+ORIENTACI%D3N+SEXUAL+E+IDENTIDAD+DE+G%C9NERO')","javascript:VerFicha('736','1620')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/736-Modulo1620.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/736-Modulo1620.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/736-Modulo1620.zip
3,4,2020,18,736,Encuesta Nacional de Programas Presupuestales - ENAPRES,1621,CAPÍTULO 500 : TELECOMUNICACIÓN,,,,,"javascript:VerPreguntas('736','1621','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+500+%3A+TELECOMUNICACI%D3N')","javascript:VerFicha('736','1621')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/736-Modulo1621.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/736-Modulo1621.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/736-Modulo1621.zip
4,5,2020,18,736,Encuesta Nacional de Programas Presupuestales - ENAPRES,1622,CAPÍTULO 600 : SEGURIDAD CIUDADANA,,,,,"javascript:VerPreguntas('736','1622','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+600+%3A+SEGURIDAD+CIUDADANA')","javascript:VerFicha('736','1622')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/736-Modulo1622.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/736-Modulo1622.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/736-Modulo1622.zip
5,6,2020,18,736,Encuesta Nacional de Programas Presupuestales - ENAPRES,1623,CAPÍTULO 700 : SALUD,,,,,"javascript:VerPreguntas('736','1623','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+700+%3A+SALUD')","javascript:VerFicha('736','1623')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/736-Modulo1623.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/736-Modulo1623.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/736-Modulo1623.zip
6,7,2020,18,736,Encuesta Nacional de Programas Presupuestales - ENAPRES,1624,CAPÍTULO 800 : SEGURIDAD VIAL,,,,,"javascript:VerPreguntas('736','1624','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+800+%3A+SEGURIDAD+VIAL')","javascript:VerFicha('736','1624')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/736-Modulo1624.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/736-Modulo1624.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/736-Modulo1624.zip
7,8,2020,18,736,Encuesta Nacional de Programas Presupuestales - ENAPRES,1625,"CAPÍTULO 800A : PATRIMONIO, SERVICIOS Y BIENES CULTURALES",,,,,"javascript:VerPreguntas('736','1625','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+800A+%3A+PATRIMONIO%2C+SERVICIOS+Y+BIENES+CULTURALES')","javascript:VerFicha('736','1625')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/736-Modulo1625.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/736-Modulo1625.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/736-Modulo1625.zip
8,9,2020,18,736,Encuesta Nacional de Programas Presupuestales - ENAPRES,1626,"CAPÍTULO 900 : ATENCIÓN DE INCENDIOS, MORTALIDAD, INFRAESTRUCTURA Y EXPOSICIÓN A DESASTRES",,,,,"javascript:VerPreguntas('736','1626','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+900+%3A+ATENCI%D3N+DE+INCENDIOS%2C+MORTALIDAD%2C+INFRAESTRUCTURA+Y+EXPOSICI%D3N+A+DESASTRES')","javascript:VerFicha('736','1626')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/736-Modulo1626.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/736-Modulo1626.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/736-Modulo1626.zip
9,10,2020,18,736,Encuesta Nacional de Programas Presupuestales - ENAPRES,1627,CAPÍTULO 1000 : PROTECCIÓN AL CONSUMIDOR,,,,,"javascript:VerPreguntas('736','1627','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+1000+%3A+PROTECCI%D3N+AL+CONSUMIDOR')","javascript:VerFicha('736','1627')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/736-Modulo1627.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/736-Modulo1627.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/736-Modulo1627.zip
10,11,2020,18,736,Encuesta Nacional de Programas Presupuestales - ENAPRES,1628,CAPÍTULO 200A : CARACTERÍSTICAS MIGRATORIAS Y REMESAS DEL HOGAR,,,,,"javascript:VerPreguntas('736','1628','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+200A+%3A+CARACTER%CDSTICAS+MIGRATORIAS+Y+REMESAS+DEL+HOGAR')","javascript:VerFicha('736','1628')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/736-Modulo1628.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/736-Modulo1628.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/736-Modulo1628.zip
0,1,2021,18,761,Encuesta Nacional de Programas Presupuestales - ENAPRES,1675,CAPÍTULO 100 : CARACTERÍSTICAS DE LA VIVIENDA Y DEL HOGAR,,,,,"javascript:VerPreguntas('761','1675','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+100+%3A+CARACTER%CDSTICAS+DE+LA+VIVIENDA+Y+DEL+HOGAR')","javascript:VerFicha('761','1675')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/761-Modulo1675.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/761-Modulo1675.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/761-Modulo1675.zip
1,2,2021,18,761,Encuesta Nacional de Programas Presupuestales - ENAPRES,1676,CAPÍTULO 200 : CARACTERÍSTICAS DE LOS RESIDENTES HABITUALES DEL HOGAR,,,,,"javascript:VerPreguntas('761','1676','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+200+%3A+CARACTER%CDSTICAS+DE+LOS+RESIDENTES+HABITUALES+DEL+HOGAR')","javascript:VerFicha('761','1676')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/761-Modulo1676.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/761-Modulo1676.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/761-Modulo1676.zip
2,3,2021,18,761,Encuesta Nacional de Programas Presupuestales - ENAPRES,1677,"CAPÍTULO 300 : IDENTIDAD, DISCAPACIDAD, EMERGENCIAS MÉDICAS, PROGRAMAS SOCIALES, EDUCACIÓN, AUTOIDENTIFICACIÓN ÉTNICA, PERCEPCIÓN DE INSEGURIDAD Y ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO",,,,,"javascript:VerPreguntas('761','1677','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+300+%3A+IDENTIDAD%2C+DISCAPACIDAD%2C+EMERGENCIAS+M%C9DICAS%2C+PROGRAMAS+SOCIALES%2C+EDUCACI%D3N%2C+AUTOIDENTIFICACI%D3N+%C9TNICA%2C+PERCEPCI%D3N+DE+INSEGURIDAD+Y+ORIENTACI%D3N+SEXUAL+E+IDENTIDAD+DE+G%C9NERO')","javascript:VerFicha('761','1677')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/761-Modulo1677.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/761-Modulo1677.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/761-Modulo1677.zip
3,4,2021,18,761,Encuesta Nacional de Programas Presupuestales - ENAPRES,1678,CAPÍTULO 500 : TELECOMUNICACIÓN,,,,,"javascript:VerPreguntas('761','1678','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+500+%3A+TELECOMUNICACI%D3N')","javascript:VerFicha('761','1678')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/761-Modulo1678.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/761-Modulo1678.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/761-Modulo1678.zip
4,5,2021,18,761,Encuesta Nacional de Programas Presupuestales - ENAPRES,1679,CAPÍTULO 600 : SEGURIDAD CIUDADANA,,,,,"javascript:VerPreguntas('761','1679','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+600+%3A+SEGURIDAD+CIUDADANA')","javascript:VerFicha('761','1679')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/761-Modulo1679.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/761-Modulo1679.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/761-Modulo1679.zip
5,6,2021,18,761,Encuesta Nacional de Programas Presupuestales - ENAPRES,1680,CAPÍTULO 700 : SALUD,,,,,"javascript:VerPreguntas('761','1680','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+700+%3A+SALUD')","javascript:VerFicha('761','1680')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/761-Modulo1680.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/761-Modulo1680.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/761-Modulo1680.zip
