,Nro,Año,Período,Código Encuesta,Encuesta,Código Módulo,Módulo,Ficha,Descargar,Descargar.1,Descargar.2,VerPreguntas,VerFicha,SPSS,STATA,CSV,DBF
6,7,2016,5,548,Encuesta Demográfica y de Salud Familiar - ENDES,71,Nupcialidad - Fecundidad - Cónyugue y Mujer,,,,,"javascript:VerPreguntas('548','71','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Nupcialidad+%2D+Fecundidad+%2D+C%F3nyugue+y+Mujer')","javascript:VerFicha('548','71')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/548-Modulo71.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/548-Modulo71.zip
7,8,2016,5,548,Encuesta Demográfica y de Salud Familiar - ENDES,72,Conocimiento de Sida y uso del condón,,,,,"javascript:VerPreguntas('548','72','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Conocimiento+de+Sida+y+uso+del+cond%F3n')","javascript:VerFicha('548','72')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/548-Modulo72.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/548-Modulo72.zip
8,9,2016,5,548,Encuesta Demográfica y de Salud Familiar - ENDES,73,Mortalidad Materna - Violencia Familiar,,,,,"javascript:VerPreguntas('548','73','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Mortalidad+Materna+%2D+Violencia+Familiar')","javascript:VerFicha('548','73')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/548-Modulo73.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/548-Modulo73.zip
9,10,2016,5,548,Encuesta Demográfica y de Salud Familiar - ENDES,74,Peso y talla - Anemia,,,,,"javascript:VerPreguntas('548','74','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Peso+y+talla+%2D+Anemia')","javascript:VerFicha('548','74')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/548-Modulo74.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/548-Modulo74.zip
10,11,2016,5,548,Encuesta Demográfica y de Salud Familiar - ENDES,413,Disciplina Infantil,,,,,"javascript:VerPreguntas('548','413','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Disciplina+Infantil')","javascript:VerFicha('548','413')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/548-Modulo413.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/548-Modulo413.zip
11,12,2016,5,548,Encuesta Demográfica y de Salud Familiar - ENDES,414,Encuesta de salud,,,,,"javascript:VerPreguntas('548','414','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Encuesta+de+salud')","javascript:VerFicha('548','414')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/548-Modulo414.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/548-Modulo414.zip
12,13,2016,5,548,Encuesta Demográfica y de Salud Familiar - ENDES,569,Programas Sociales,,,,,"javascript:VerPreguntas('548','569','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Programas+Sociales')","javascript:VerFicha('548','569')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/548-Modulo569.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/548-Modulo569.zip
0,1,2017,5,605,Encuesta Demográfica y de Salud Familiar - ENDES,64,Caracteristicas del Hogar,,,,,"javascript:VerPreguntas('605','64','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Caracteristicas+del+Hogar')","javascript:VerFicha('605','64')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/605-Modulo64.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/605-Modulo64.zip
1,2,2017,5,605,Encuesta Demográfica y de Salud Familiar - ENDES,65,Caracteristicas de la Vivienda,,,,,"javascript:VerPreguntas('605','65','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Caracteristicas+de+la+Vivienda')","javascript:VerFicha('605','65')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/605-Modulo65.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/605-Modulo65.zip
2,3,2017,5,605,Encuesta Demográfica y de Salud Familiar - ENDES,66,Datos Basicos de MEF,,,,,"javascript:VerPreguntas('605','66','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Datos+Basicos+de+MEF')","javascript:VerFicha('605','66')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/605-Modulo66.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/605-Modulo66.zip
3,4,2017,5,605,Encuesta Demográfica y de Salud Familiar - ENDES,67,Historia de Nacimiento - Tabla de Conocimiento de Metodo,,,,,"javascript:VerPreguntas('605','67','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Historia+de+Nacimiento+%2D+Tabla+de+Conocimiento+de+Metodo')","javascript:VerFicha('605','67')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/605-Modulo67.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/605-Modulo67.zip
4,5,2017,5,605,Encuesta Demográfica y de Salud Familiar - ENDES,69,"Embarazo, Parto, Puerperio y Lactancia",,,,,"javascript:VerPreguntas('605','69','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Embarazo%2C+Parto%2C+Puerperio+y+Lactancia')","javascript:VerFicha('605','69')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/605-Modulo69.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/605-Modulo69.zip
5,6,2017,5,605,Encuesta Demográfica y de Salud Familiar - ENDES,70,Inmunización y Salud,,,,,"javascript:VerPreguntas('605','70','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Inmunizaci%F3n+y+Salud')","javascript:VerFicha('605','70')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/605-Modulo70.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/605-Modulo70.zip
6,7,2017,5,605,Encuesta Demográfica y de Salud Familiar - ENDES,71,Nupcialidad - Fecundidad - Cónyugue y Mujer,,,,,"javascript:VerPreguntas('605','71','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Nupcialidad+%2D+Fecundidad+%2D+C%F3nyugue+y+Mujer')","javascript:VerFicha('605','71')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/605-Modulo71.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/605-Modulo71.zip
7,8,2017,5,605,Encuesta Demográfica y de Salud Familiar - ENDES,72,Conocimiento de Sida y uso del condón,,,,,"javascript:VerPreguntas('605','72','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Conocimiento+de+Sida+y+uso+del+cond%F3n')","javascript:VerFicha('605','72')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/605-Modulo72.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/605-Modulo72.zip
8,9,2017,5,605,Encuesta Demográfica y de Salud Familiar - ENDES,73,Mortalidad Materna - Violencia Familiar,,,,,"javascript:VerPreguntas('605','73','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Mortalidad+Materna+%2D+Violencia+Familiar')","javascript:VerFicha('605','73')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/605-Modulo73.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/605-Modulo73.zip
9,10,2017,5,605,Encuesta Demográfica y de Salud Familiar - ENDES,74,Peso y talla - Anemia,,,,,"javascript:VerPreguntas('605','74','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Peso+y+talla+%2D+Anemia')","javascript:VerFicha('605','74')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/605-Modulo74.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/605-Modulo74.zip
10,11,2017,5,605,Encuesta Demográfica y de Salud Familiar - ENDES,413,Disciplina Infantil,,,,,"javascript:VerPreguntas('605','413','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Disciplina+Infantil')","javascript:VerFicha('605','413')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/605-Modulo413.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/605-Modulo413.zip
11,12,2017,5,605,Encuesta Demográfica y de Salud Familiar - ENDES,414,Encuesta de salud,,,,,"javascript:VerPreguntas('605','414','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Encuesta+de+salud')","javascript:VerFicha('605','414')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/605-Modulo414.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/605-Modulo414.zip
12,13,2017,5,605,Encuesta Demográfica y de Salud Familiar - ENDES,569,Programas Sociales,,,,,"javascript:VerPreguntas('605','569','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Programas+Sociales')","javascript:VerFicha('605','569')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/605-Modulo569.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/605-Modulo569.zip
0,1,2018,5,638,Encuesta Demográfica y de Salud Familiar - ENDES,64,Caracteristicas del Hogar,,,,,"javascript:VerPreguntas('638','64','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Caracteristicas+del+Hogar')","javascript:VerFicha('638','64')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/638-Modulo64.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/638-Modulo64.zip
1,2,2018,5,638,Encuesta Demográfica y de Salud Familiar - ENDES,65,Caracteristicas de la Vivienda,,,,,"javascript:VerPreguntas('638','65','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Caracteristicas+de+la+Vivienda')","javascript:VerFicha('638','65')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/638-Modulo65.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/638-Modulo65.zip
2,3,2018,5,638,Encuesta Demográfica y de Salud Familiar - ENDES,66,Datos Basicos de MEF,,,,,"javascript:VerPreguntas('638','66','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Datos+Basicos+de+MEF')","javascript:VerFicha('638','66')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/638-Modulo66.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/638-Modulo66.zip
3,4,2018,5,638,Encuesta Demográfica y de Salud Familiar - ENDES,67,Historia de Nacimiento - Tabla de Conocimiento de Metodo,,,,,"javascript:VerPreguntas('638','67','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Historia+de+Nacimiento+%2D+Tabla+de+Conocimiento+de+Metodo')","javascript:VerFicha('638','67')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/638-Modulo67.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/638-Modulo67.zip
4,5,2018,5,638,Encuesta Demográfica y de Salud Familiar - ENDES,69,"Embarazo, Parto, Puerperio y Lactancia",,,,,"javascript:VerPreguntas('638','69','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Embarazo%2C+Parto%2C+Puerperio+y+Lactancia')","javascript:VerFicha('638','69')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/638-Modulo69.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/638-Modulo69.zip
5,6,2018,5,638,Encuesta Demográfica y de Salud Familiar - ENDES,70,Inmunización y Salud,,,,,"javascript:VerPreguntas('638','70','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Inmunizaci%F3n+y+Salud')","javascript:VerFicha('638','70')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/638-Modulo70.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/638-Modulo70.zip
6,7,2018,5,638,Encuesta Demográfica y de Salud Familiar - ENDES,71,Nupcialidad - Fecundidad - Cónyugue y Mujer,,,,,"javascript:VerPreguntas('638','71','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Nupcialidad+%2D+Fecundidad+%2D+C%F3nyugue+y+Mujer')","javascript:VerFicha('638','71')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/638-Modulo71.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/638-Modulo71.zip
7,8,2018,5,638,Encuesta Demográfica y de Salud Familiar - ENDES,72,Conocimiento de Sida y uso del condón,,,,,"javascript:VerPreguntas('638','72','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Conocimiento+de+Sida+y+uso+del+cond%F3n')","javascript:VerFicha('638','72')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/638-Modulo72.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/638-Modulo72.zip
8,9,2018,5,638,Encuesta Demográfica y de Salud Familiar - ENDES,73,Mortalidad Materna - Violencia Familiar,,,,,"javascript:VerPreguntas('638','73','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Mortalidad+Materna+%2D+Violencia+Familiar')","javascript:VerFicha('638','73')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/638-Modulo73.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/638-Modulo73.zip
9,10,2018,5,638,Encuesta Demográfica y de Salud Familiar - ENDES,74,Peso y talla - Anemia,,,,,"javascript:VerPreguntas('638','74','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Peso+y+talla+%2D+Anemia')","javascript:VerFicha('638','74')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/638-Modulo74.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/638-Modulo74.zip
10,11,2018,5,638,Encuesta Demográfica y de Salud Familiar - ENDES,413,Disciplina Infantil,,,,,"javascript:VerPreguntas('638','413','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Disciplina+Infantil')","javascript:VerFicha('638','413')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/638-Modulo413.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/638-Modulo413.zip
11,12,2018,5,638,Encuesta Demográfica y de Salud Familiar - ENDES,414,Encuesta de salud,,,,,"javascript:VerPreguntas('638','414','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Encuesta+de+salud')","javascript:VerFicha('638','414')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/638-Modulo414.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/638-Modulo414.zip
12,13,2018,5,638,Encuesta Demográfica y de Salud Familiar - ENDES,569,Programas Sociales,,,,,"javascript:VerPreguntas('638','569','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Programas+Sociales')","javascript:VerFicha('638','569')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/638-Modulo569.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/638-Modulo569.zip
0,1,2019,5,691,Encuesta Demográfica y de Salud Familiar - ENDES,64,Caracteristicas del Hogar,,,,,"javascript:VerPreguntas('691','64','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Caracteristicas+del+Hogar')","javascript:VerFicha('691','64')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/691-Modulo64.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/691-Modulo64.zip
1,2,2019,5,691,Encuesta Demográfica y de Salud Familiar - ENDES,65,Caracteristicas de la Vivienda,,,,,"javascript:VerPreguntas('691','65','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Caracteristicas+de+la+Vivienda')","javascript:VerFicha('691','65')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/691-Modulo65.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/691-Modulo65.zip
2,3,2019,5,691,Encuesta Demográfica y de Salud Familiar - ENDES,66,Datos Basicos de MEF,,,,,"javascript:VerPreguntas('691','66','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Datos+Basicos+de+MEF')","javascript:VerFicha('691','66')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/691-Modulo66.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/691-Modulo66.zip
3,4,2019,5,691,Encuesta Demográfica y de Salud Familiar - ENDES,67,Historia de Nacimiento - Tabla de Conocimiento de Metodo,,,,,"javascript:VerPreguntas('691','67','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Historia+de+Nacimiento+%2D+Tabla+de+Conocimiento+de+Metodo')","javascript:VerFicha('691','67')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/691-Modulo67.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/691-Modulo67.zip
4,5,2019,5,691,Encuesta Demográfica y de Salud Familiar - ENDES,69,"Embarazo, Parto, Puerperio y Lactancia",,,,,"javascript:VerPreguntas('691','69','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Embarazo%2C+Parto%2C+Puerperio+y+Lactancia')","javascript:VerFicha('691','69')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/691-Modulo69.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/691-Modulo69.zip
5,6,2019,5,691,Encuesta Demográfica y de Salud Familiar - ENDES,70,Inmunización y Salud,,,,,"javascript:VerPreguntas('691','70','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Inmunizaci%F3n+y+Salud')","javascript:VerFicha('691','70')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/691-Modulo70.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/691-Modulo70.zip
6,7,2019,5,691,Encuesta Demográfica y de Salud Familiar - ENDES,71,Nupcialidad - Fecundidad - Cónyugue y Mujer,,,,,"javascript:VerPreguntas('691','71','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Nupcialidad+%2D+Fecundidad+%2D+C%F3nyugue+y+Mujer')","javascript:VerFicha('691','71')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/691-Modulo71.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/691-Modulo71.zip
7,8,2019,5,691,Encuesta Demográfica y de Salud Familiar - ENDES,72,Conocimiento de Sida y uso del condón,,,,,"javascript:VerPreguntas('691','72','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Conocimiento+de+Sida+y+uso+del+cond%F3n')","javascript:VerFicha('691','72')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/691-Modulo72.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/691-Modulo72.zip
8,9,2019,5,691,Encuesta Demográfica y de Salud Familiar - ENDES,73,Mortalidad Materna - Violencia Familiar,,,,,"javascript:VerPreguntas('691','73','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Mortalidad+Materna+%2D+Violencia+Familiar')","javascript:VerFicha('691','73')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/691-Modulo73.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/691-Modulo73.zip
9,10,2019,5,691,Encuesta Demográfica y de Salud Familiar - ENDES,74,Peso y talla - Anemia,,,,,"javascript:VerPreguntas('691','74','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Peso+y+talla+%2D+Anemia')","javascript:VerFicha('691','74')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/691-Modulo74.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/691-Modulo74.zip
10,11,2019,5,691,Encuesta Demográfica y de Salud Familiar - ENDES,413,Disciplina Infantil,,,,,"javascript:VerPreguntas('691','413','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Disciplina+Infantil')","javascript:VerFicha('691','413')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/691-Modulo413.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/691-Modulo413.zip
11,12,2019,5,691,Encuesta Demográfica y de Salud Familiar - ENDES,414,Encuesta de salud,,,,,"javascript:VerPreguntas('691','414','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Encuesta+de+salud')","javascript:VerFicha('691','414')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/691-Modulo414.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/691-Modulo414.zip
12,13,2019,5,691,Encuesta Demográfica y de Salud Familiar - ENDES,569,Programas Sociales,,,,,"javascript:VerPreguntas('691','569','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Programas+Sociales')","javascript:VerFicha('691','569')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/691-Modulo569.zip,,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/691-Modulo569.zip
0,1,2020,5,739,Encuesta Demográfica y de Salud Familiar - ENDES,1629,Caracteristicas del Hogar,,,,,"javascript:VerPreguntas('739','1629','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Caracteristicas+del+Hogar')","javascript:VerFicha('739','1629')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/739-Modulo1629.zip,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/739-Modulo1629.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/739-Modulo1629.zip
1,2,2020,5,739,Encuesta Demográfica y de Salud Familiar - ENDES,1630,Caracteristicas de la Vivienda,,,,,"javascript:VerPreguntas('739','1630','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','+Caracteristicas+de+la+Vivienda')","javascript:VerFicha('739','1630')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/739-Modulo1630.zip,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/739-Modulo1630.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/739-Modulo1630.zip
2,3,2020,5,739,Encuesta Demográfica y de Salud Familiar - ENDES,1631,Datos Basicos de MEF,,,,,"javascript:VerPreguntas('739','1631','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Datos+Basicos+de+MEF')","javascript:VerFicha('739','1631')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/739-Modulo1631.zip,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/739-Modulo1631.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/739-Modulo1631.zip
3,4,2020,5,739,Encuesta Demográfica y de Salud Familiar - ENDES,1632,Historia de Nacimiento - Tabla de Conocimiento de Metodo,,,,,"javascript:VerPreguntas('739','1632','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Historia+de+Nacimiento+%2D+Tabla+de+Conocimiento+de+Metodo')","javascript:VerFicha('739','1632')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/739-Modulo1632.zip,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/739-Modulo1632.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/739-Modulo1632.zip
4,5,2020,5,739,Encuesta Demográfica y de Salud Familiar - ENDES,1633,"Embarazo, Parto, Puerperio y Lactancia",,,,,"javascript:VerPreguntas('739','1633','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Embarazo%2C+Parto%2C+Puerperio+y+Lactancia')","javascript:VerFicha('739','1633')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/739-Modulo1633.zip,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/739-Modulo1633.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/739-Modulo1633.zip
5,6,2020,5,739,Encuesta Demográfica y de Salud Familiar - ENDES,1634,Inmunización y Salud,,,,,"javascript:VerPreguntas('739','1634','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Inmunizaci%F3n+y+Salud')","javascript:VerFicha('739','1634')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/739-Modulo1634.zip,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/739-Modulo1634.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/739-Modulo1634.zip
6,7,2020,5,739,Encuesta Demográfica y de Salud Familiar - ENDES,1635,Nupcialidad - Fecundidad - Cónyugue y Mujer,,,,,"javascript:VerPreguntas('739','1635','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Nupcialidad+%2D+Fecundidad+%2D+C%F3nyugue+y+Mujer')","javascript:VerFicha('739','1635')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/739-Modulo1635.zip,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/739-Modulo1635.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/739-Modulo1635.zip
7,8,2020,5,739,Encuesta Demográfica y de Salud Familiar - ENDES,1636,Conocimiento de Sida y uso del condón,,,,,"javascript:VerPreguntas('739','1636','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Conocimiento+de+Sida+y+uso+del+cond%F3n')","javascript:VerFicha('739','1636')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/739-Modulo1636.zip,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/739-Modulo1636.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/739-Modulo1636.zip
8,9,2020,5,739,Encuesta Demográfica y de Salud Familiar - ENDES,1637,Mortalidad Materna - Violencia Familiar,,,,,"javascript:VerPreguntas('739','1637','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Mortalidad+Materna+%2D+Violencia+Familiar')","javascript:VerFicha('739','1637')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/739-Modulo1637.zip,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/739-Modulo1637.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/739-Modulo1637.zip
